bookID,title,authors,isbn,isbn13
6540,Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,143058320,9780143058328
6541,Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,425213382,9780425213384
6542,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,60791217,9780060791216
6543,At Risk (Winston Garano  #1),Patricia Cornwell,425214761,9780425214763
6544,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,074325581X,9780743255813
6545,In the Dark of the Night,John Saul,034548701X,9780345487018
6546,Perfect Nightmare,John Saul,345467329,9780345467324
6549,  said the shotgun to the head.,Saul Williams,743470796,9780743470797
6550,Early Color,Saul Leiter/Martin Harrison,3865211399,9783865211392
6551,Herzog,Saul Bellow/Philip Roth,142437298,9780142437292
6552,Midnight Voices,John Saul/Joe Blades,449006530,9780449006535
6553,The Manhattan Hunt Club,John Saul,345490649,9780345490643
6556,Shadows,John Saul,553560271,9780553560275
6557,The Presence,John Saul,449002411,9780449002414
6562,Creature,John Saul,553284118,9780553284119
6568,Asylum (Blackstone Chronicles  #6),John Saul,449227944,9780449227947
6572,Suffer the Children,John Saul,044018293X,9780440182931
6588,The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,446610224,9780446610223
6595,Big Bad Wolf,Linda Jones,505521792,9780505521798
6611,Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,307345971,9780307345974
6613,Four Blondes,Candace Bushnell,080213825X,9780802138255
6614,Lipstick Jungle,Candace Bushnell,786887079,9780786887071
6615,Lipstick Jungle,Candace Bushnell,786893966,9780786893966
6618,The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,1402718616,9781402718618
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,671631985,9780671631987
6624,It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,1401302424,9781401302429
6625,Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,1416510877,9781416510871
6628,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,143037234,9780143037231
6635,The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,62510266,9780062510266
6640,It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,158685772X,9781586857721
6644,Le Divorce,Diane Johnson,452284481,9780452284487
6654,Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,6281141,9780006281146
6655,The Divine Comedy,Dante Alighieri/John Ciardi,451208633,9780451208637
6656,The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,679433139,9780679433132
6657,Divine,Karen Kingsbury,141430935X,9781414309354
6658,When the Emperor Was Divine,Julie Otsuka,141009055,9780141009056
6659,Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,786932724,9780786932726
6660,A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,883682796,9780883682791
6667,Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,141311401,9780141311401
6668,The Enormous Crocodile,Roald Dahl/Quentin Blake,142302457,9780142302453
6670,The Magic Finger,Roald Dahl/Quentin Blake,141311290,9780141311296
6671,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,037581423X,9780375814235
6677,The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,1593074964,9781593074968
6678,Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,141311428,9780141311425
6680,Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,882896458,9780882896458
6689,James and the Giant Peach,Roald Dahl/Quentin Blake,375814248,9780375814242
6690,Danny the Champion of the World,Roald Dahl/Quentin Blake,375814256,9780375814259
6691,My Uncle Oswald,Roald Dahl,140055770,9780140055771
6693,Fantastic Mr. Fox,Roald Dahl/Quentin Blake,375822070,9780375822070
6694,The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,140568190,9780140568196
6708,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1577314808,9781577314806
6721,Wild Things: Four Tales,Douglas Clegg,1587671565,9781587671562
6745,Wild Things (Prowlers Book 1),Christopher Golden,074344017X,9780743440172
6748,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,316925284,9780316925280
6749,Oblivion,David Foster Wallace,316010766,9780316010764
6751,Consider the Lobster and Other Essays,David Foster Wallace,316156116,9780316156110
6753,Brief Interviews with Hideous Men,David Foster Wallace,034911188X,9780349111889
6763,Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,1580402518,9781580402514
6764,Easy French Reader,R. de Roussy de Sales,71428488,9780071428484
6781,Algebra the Easy Way,Douglas Downing,764119729,9780764119729
6793,Easy Riders  Raging Bulls,Peter Biskind,684857081,9780684857084
6794,Cloud Atlas,David Mitchell,340822783,9780340822784
6795,The Cloud Atlas,Liam Callanan,385336950,9780385336956
6800,Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,345476638,9780345476630
6810,The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,452276969,9780452276963
6815,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,764134280,9780764134289
6819,Ghostwritten,David Mitchell,375724508,9780375724503
6823,Romeo & Juliet,William Shakespeare/Alan Durband,748702555,9780748702558
6838,Easy Prey (Lucas Davenport  #11),John Sandford,743484185,9780743484183
6851,Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,451212924,9780451212924
6854,Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,312966091,9780312966096
6855,Smitten (Elsie Hawkins #2),Janet Evanovich,60598875,9780060598877
6856,Manhunt,Janet Evanovich,60598824,9780060598822
6857,Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,743216393,9780743216395
6858,Hot Six (Stephanie Plum  #6),Janet Evanovich,312976275,9780312976279
6862,Amsterdam,Ian McEwan,385494246,9780385494243
6866,Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,1400016088,9781400016082
6869,The Child in Time,Ian McEwan,385497520,9780385497527
6870,Enduring Love,Ian McEwan,99481243,9780099481249
6871,Black Dogs,Ian McEwan,385494327,9780385494328
6872,The Comfort of Strangers,Ian McEwan,679749845,9780679749844
6876,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,373836937,9780373836932
6896,Las rubias de 5th Avenue,Plum Sykes,8497935888,9788497935883
6899,Tuesdays with Morrie,Mitch Albom,307275639,9780307275639
6902,La Dernière Leçon,Mitch Albom,785930736,9780785930730
6903,My Sister's Keeper,Mavis Applewater,097441218X,9780974412184
6904,My Sister's Keeper (Gillian Adams  #2),Nora Kelly,1890208280,9781890208288
6905,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,472080520,9780472080526
6919,Baby's Alphabet,Jean Marzollo/Nancy Sheehan,761316434,9780761316435
6925,Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,60898712,9780060898717
6932,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,1580087949,9781580087940
6937,You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,1401911838,9781401911836
6952,Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,552995878,9780552995870
6953,Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,739334190,9780739334195
6954,Como agua para chocolate,Laura Esquivel,785731237,9780785731238
6956,The Radicalism of the American Revolution,Gordon S. Wood,679736883,9780679736882
6969,Emma,Jane Austen/Fiona Stafford,141439580,9780141439587
6970,Prince of Ice (Tale of the Demon World  #3),Emma Holly,425212599,9780425212592
6971,Emma Lazarus,Esther Schor,805242163,9780805242164
6974,Strange Attractions,Emma Holly,425205037,9780425205037
6976,The Mermaid Chair,Sue Monk Kidd,143036696,9780143036692
6980,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,61144908,9780061144905
6981,When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,61144894,9780061144899
6984,With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,1594710643,9781594710643
6987,Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,393062686,9780393062687
6988,Yeah  I Said It,Wanda Sykes,743482719,9780743482714
6992,The Seven Daughters Of Eve,Bryan Sykes,552152188,9780552152181
6994,Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,312148232,9780312148232
7003,If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,7177844,9780007177844
7006,Hamlet,William Shakespeare,1411400429,9781411400429
7007,William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,764587250,9780764587252
7009,A Midsummer Night's Dream,William Shakespeare,451526961,9780451526960
7010,A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,1932219242,9781932219241
7011,A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,198321503,9780198321507
7015,A Midsummer Night's Dream,William Shakespeare/Roma Gill,198320213,9780198320210
7023,The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,439405629,9780439405621
7027,The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,439405602,9780439405607
7034,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,140007570X,9781400075706
7035,Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,1400031362,9781400031368
7037,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,1419311743,9781419311741
7041,The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,375422188,9780375422188
7045,The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,394735307,9780394735306
7048,The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,1595820639,9781595820631
7050,The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,4770027729,9784770027726
7052,Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,375422722,9780375422720
7053,In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,375422714,9780375422713
7054,Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3485009024,9783485009027
7055,Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,3485009601,9783485009607
7058,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,375422730,9780375422737
7061,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,1400034779,9781400034772
7062,Paris to the Moon,Adam Gopnik,375758232,9780375758232
7064,The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,1557130663,9781557130662
7071,My Movie Business: A Memoir,John Irving,345441303,9780345441300
7076,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,517146541,9780517146545
7078,The Headmaster's Papers,Richard A. Hawley/John Irving,839731949,9780839731948
7086,Blade Runner,Philip K. Dick,345323882,9780345323880
7089,The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,590997300,9780590997300
7090,The Soul of a New Machine,Tracy Kidder,316491977,9780316491976
7092,No Better Place to Die: The Battle Of Stones River,Peter Cozzens,252062299,9780252062292
7093,Never Call Retreat,Bruce Catton/E.B. Long,1842122916,9781842122914
7101,The 42nd Parallel (U.S.A.  #1),John Dos Passos,618056815,9780618056811
7102,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,2070766039,9782070766031
7103,The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,618056831,9780618056835
7104,1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,618056823,9780618056828
7113,The King in the Window,Adam Gopnik/Omar Rayyan,786838949,9780786838943
7118,The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,192835092,9780192835093
7119,The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,872201937,9780872201934
7126,The Count of Monte Cristo,Alexandre Dumas/Robin Buss,140449264,9780140449266
7127,The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,743487559,9780743487559
7131,The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,037576030X,9780375760303
7135,The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,553212168,9780553212167
7138,Crime and Punishment,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,451530063,9780451530066
7139,Crime and Punishment in American History,Lawrence M. Friedman,465014879,9780465014873
7140,Crime and Punishment in America,Elliott Currie,805060162,9780805060164
7141,Cliffsnotes on Dostoevsky's Crime and Punishment,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,764586556,9780764586552
7142,On Crimes and Punishments,Cesare Beccaria/David Young,915144999,9780915144990
7144,Crime and Punishment,Fyodor Dostoyevsky/David McDuff,143058142,9780143058144
7150,Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky/George Gibian/Jessie Coulson,393096335,9780393096330
7154,The Politics of Injustice: Crime and Punishment in America,Katherine Beckett/Theodore Sasson,761929940,9780761929949
7160,The Beginning and the End,Naguib Mahfouz,385264585,9780385264587
7182,The Black Tulip,Alexandre Dumas/Robin Buss,140448926,9780140448924
7186,La Dame aux Camélias,Alexandre Dumas fils/David Coward,192836382,9780192836380
7188,The Women's War,Alexandre Dumas/Robin Buss,140449779,9780140449778
7197,The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,812969634,9780812969634
7199,The Way the Crow Flies,Ann-Marie MacDonald,60586370,9780060586379
7201,As the Crow Flies,Jeffrey Archer,312997116,9780312997113
7208,Under The Tuscan Sun - At Home In Italy,Frances Mayes,767902807,9780767902809
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,785263705,9780785263708
7220,The Secret Life of Bees,Sue Monk Kidd,143036408,9780143036401
7230,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,232521026,9780232521023
7231,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen/Michael    Ford,1594710872,9781594710872
7240,The Prodigal Son (Roger the Chapman  #15),Kate Sedley,727891626,9780727891624
7244,The Poisonwood Bible,Barbara Kingsolver,60786507,9780060786502
7246,The Poisonwood Bible,Barbara Kingsolver,057120175X,9780571201754
7252,How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson/Neil Strauss,60539097,9780060539092
7260,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,312319738,9780312319731
7263,No Dominion (Joe Pitt  #2),Charlie Huston,345478258,9780345478252
7264,Dominion (Ollie Chandler #2),Randy Alcorn,1590525930,9781590525937
7266,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards/Troy Howell,1585361615,9781585361618
7268,Dominion,Masamune Shirow,1569714886,9781569714881
7269,Essentials of Conservation Biology,Richard B. Primack,087893720X,9780878937202
7271,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,1559636629,9781559636629
7277,Key Topics in Conservation Biology,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,1405122498,9781405122498
7286,The Sawtooth Wolves,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,964991500,9780964991507
7304,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo/Nadine Epstein,006251637X,9780062516374
7315,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,743222636,9780743222631
7321,The Complete Dream Dictionary,Pamela Ball,785812148,9780785812142
7331,Letters from Father Christmas,J.R.R. Tolkien/Baillie Tolkien,618512659,9780618512652
7332,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,618391118,9780618391110
7336,J.R.R. Tolkien: A Biography,Humphrey Carpenter,618057021,9780618057023
7337,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,345345061,9780345345066
7338,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,1887726098,9781887726092
7339,The Monsters and the Critics and Other Essays,J.R.R. Tolkien/Christopher Tolkien,026110263X,9780261102637
7340,The Maps of Tolkien's Middle-earth,Brian Sibley/John  Howe/J.R.R. Tolkien,061839110X,9780618391103
7341,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,664226108,9780664226107
7342,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien/Christopher Tolkien,261102206,9780261102200
7343,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,618574816,9780618574810
7344,Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,1587680262,9781587680267
7347,The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien/Christopher Tolkien,345375211,9780345375216
7348,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,7105045,9780007105045
7351,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,618260226,9780618260225
7352,Tolkien: A Look Behind The Lord of the Rings,Lin Carter,345215508,9780345215505
7353,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,1402516274,9781402516276
7360,Midnight in the Garden of Good and Evil,John Berendt,679643419,9780679643418
7361,Tom's Midnight Garden,Philippa Pearce,140364544,9780140364545
7366,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin/Catherine  Johnson,156031442,9780156031448
7370,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,1930051158,9781930051157
7375,Lafayette,Harlow Giles Unger,471468851,9780471468851
7388,My Pride and Joy: An Autobiography,George  Adamson,671624970,9780671624972
7389,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,785113797,9780785113799
7393,Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,373194862,9780373194865
7400,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,263181499,9780263181494
7415,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,300062907,9780300062908
7420,The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,879757450,9780879757458
7422,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,520240588,9780520240582
7430,The Nubian Prince,Juan Bonilla/Esther Allen,805077812,9780805077810
7432,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,312426216,9780312426217
7437,Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,802140181,9780802140180
7439,Naked Lunch: The Restored Text,William S. Burroughs,7204442,9780007204441
7444,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,965079929,9780965079921
7445,The Glass Castle,Jeannette Walls,074324754X,9780743247542
7453,Same Sex in the City,Lauren  Levin/Lauren Blitzer,1416916326,9781416916321
7454,Sex and the City: Kiss and Tell,Amy Sohn/Sarah Jessica Parker,743456815,9780743456814
7477,Human Traces,Sebastian Faulks,375502262,9780375502262
7480,The Girl at the Lion d'Or,Sebastian Faulks,375704531,9780375704536
7482,Human Traces,Sebastian Faulks,99458268,9780099458265
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,375705244,9780375705243
7494,Suzanne's Diary for Nicholas,James Patterson,446611085,9780446611084
7501,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,349107866,9780349107868
7503,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,344275500X,9783442755004
7505,Beach Girls,Luanne Rice,553587242,9780553587241
7510,The Beach House,James Patterson/Peter de Jonge,446612545,9780446612548
7512,The Beach House (Beach House #1),Mary Alice Monroe,778322947,9780778322948
7515,The Beach House,James Patterson/Peter de Jonge,316969680,9780316969680
7520,Path of the Assassin (Scot Harvath  #2),Brad Thor,141651631X,9781416516316
7524,Presidential Assassins (History Makers),Patricia D. Netzley,1560066237,9781560066231
7526,The Blind Side: Evolution of a Game,Michael   Lewis,039306123X,9780393061239
7527,The Blind Watchmaker,Richard Dawkins,393315703,9780393315707
7529,I Love Everybody (and Other Atrocious Lies),Laurie Notaro,812969006,9780812969009
7530,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,037576092X,9780375760921
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,375760911,9780375760914
7533,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,812969014,9780812969016
7534,There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,1400065011,9781400065011
7536,Anleitung zum Zickigsein,Laurie Notaro,3404149475,9783404149476
7543,The Psychology of Winning,Denis Waitley,425099997,9780425099995
7549,Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,1594972079,9781594972072
7551,The Acme Novelty Library #17,Chris Ware,1897299028,9781897299029
7552,The Acme Novelty Library,Chris Ware,375422951,9780375422959
7554,The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,1896597661,9781896597669
7556,Quimby The Mouse,Chris Ware,022407265X,9780224072656
7559,Candide: or  Optimism,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,143039423,9780143039426
7572,Even Cowgirls Get the Blues,Tom Robbins,1842430246,9781842430248
7577,Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant/Tom Robbins,571169201,9780571169207
7579,Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,767901576,9780767901574
7580,Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,1400064708,9781400064700
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,1573241172,645241001173
7582,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz/Christiane Northrup,609804243,9780609804247
7584,The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,Charles R. Swindoll,849911885,9780849911880
7585,Spring's Awakening,Frank Wedekind/Eric Bentley,1557832455,9781557832450
7586,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,Kathleen A. Brehony,1573226327,9781573226325
7588,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,142437344,9780142437346
7590,A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,393926796,9780393926798
7591,A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,9626343664,9789626343661
7592,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,451530152,9780451530158
7596,Vincent Van Gogh: Portrait of an Artist,Jan Greenberg/Sandra Jordan,440419174,9780440419174
7598,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,1570421129,9781570421129
7599,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,006112009X,9780061120091
7600,One Hundred Years Of Solitude,Gabriel García Márquez,1857152239,9781857152234
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,081297106X,9780812971064
7606,The Annotated Lolita,Vladimir Nabokov/Alfred Appel,679727299,9780679727293
7608,Lolita,Vladimir Nabokov/Jeremy Irons,739322060,9780739322062
7609,Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,439269687,9780439269681
7610,Reading Lolita in Tehran,Azar Nafisi,7178484,9780007178483
7611,sex.lies.murder.fame.,Lolita Files,60786809,9780060786809
7613,Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,452284244,9780452284241
7615,Farm Animals (A Chunky Book),Phoebe Dunn,394862546,9780394862545
7624,Lord of the Flies,William Golding,140283331,9780140283334
7633,Good Soldier Svejk And His Fortunes In The World,Jaroslav Hašek,141184280,9780141184289
7637,The Good Soldier,Ford Madox Ford/Frank Kermode,1593082681,9781593082680
7656,Fahrenheit 451,Ray Bradbury,8445074873,9788445074879
7661,Next,Michael Crichton,60872985,9780060872984
7662,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,517084791,9780517084793
7663,A Case of Need,Jeffery Hudson/Michael Crichton,451210638,9780451210630
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,517101351,9780517101353
7665,Travels,Michael Crichton,60509058,9780060509057
7668,Rising Sun,Michael Crichton,606298231,9780606298230
7670,The Andromeda Strain (Andromeda  #1),Michael Crichton,60541814,9780060541811
7672,Congo,Michael Crichton,60541830,9780060541835
7673,Eaters of the Dead,Michael Crichton,60891564,9780060891565
7674,The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,739340336,9780739340332
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,030734813X,9780307348135
7679,The Terminal Man,Michael Crichton,60092572,9780060092573
7681,Five Patients,Michael Crichton,345354648,9780345354648
7684,Twister,Michael Crichton/Anne-Marie Martin,345409701,9780345409706
7687,Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,192839195,9780192839190
7694,Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,131538411,9780131538412
7695,Holy the Firm,Annie Dillard,60915439,9780060915438
7697,Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,743284798,9780743284790
