bookID,title,authors,isbn,isbn13
1,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling/Mary GrandPré,439785960,9780439785969
2,Harry Potter and the Order of the Phoenix (Harry Potter  #5),J.K. Rowling/Mary GrandPré,439358078,9780439358071
4,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling,439554896,9780439554893
5,Harry Potter and the Prisoner of Azkaban (Harry Potter  #3),J.K. Rowling/Mary GrandPré,043965548X,9780439655484
8,Harry Potter Boxed Set  Books 1-5 (Harry Potter  #1-5),J.K. Rowling/Mary GrandPré,439682584,9780439682589
9,"Unauthorized Harry Potter Book Seven News: ""Half-Blood Prince"" Analysis and Speculation",W. Frederick Zimmerman,976540606,9780976540601
10,Harry Potter Collection (Harry Potter  #1-6),J.K. Rowling,439827604,9780439827607
12,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,517226952,9780517226957
13,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,345453743,9780345453747
14,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams,1400052920,9781400052929
16,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy  #1),Douglas Adams/Stephen Fry,739322206,9780739322208
18,The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy  #1-5),Douglas Adams,517149257,9780517149256
21,A Short History of Nearly Everything,Bill Bryson,076790818X,9780767908184
22,Bill Bryson's African Diary,Bill Bryson,767915062,9780767915069
23,Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,767910435,9780767910439
24,In a Sunburned Country,Bill Bryson,767903862,9780767903868
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,076790382X,9780767903820
26,The Lost Continent: Travels in Small Town America,Bill Bryson,60920084,9780060920081
27,Neither Here nor There: Travels in Europe,Bill Bryson,380713802,9780380713806
28,Notes from a Small Island,Bill Bryson,380727501,9780380727506
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,380715430,9780380715435
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,345538374,9780345538376
31,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,618517650,9780618517657
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,618346252,9780618346257
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,618260587,9780618260584
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith/Christopher  Lee/Richard Taylor,618391002,9780618391004
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,618510826,9780618510825
45,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,097669400X,9780976694007
50,Hatchet (Brian's Saga  #1),Gary Paulsen,689840926,9780689840920
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,1557344493,9781557344496
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,385326505,9780385326506
54,Molly Hatchet - 5 of the Best,Molly Hatchet,1575606240,9781575606248
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,1595580271,9781595580276
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,1595962808,9781595962805
58,Changeling (Changeling  #1),Delia Sherman,670059676,9780670059676
59,The Changeling Sea,Patricia A. McKillip,141312629,9780141312620
61,The Changeling,Zilpha Keatley Snyder,595321801,9780595321803
63,The Changeling,Kate Horsley,1590301943,9781590301944
66,The Changeling (Daughters of England  #15),Philippa Carr,449146979,9780449146972
67,The Known World,Edward P. Jones,61159174,9780061159176
68,The Known World,Edward P. Jones/Kevin R. Free,006076273X,9780060762735
69,The Known World,Edward P. Jones,60749911,9780060749910
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,273704745,9780273704744
72,Artesia: Adventures in the Known World,Mark Smylie,1932386106,9781932386103
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,374517193,9780374517199
75,Uncommon Carriers,John McPhee,374280398,9780374280390
76,Heirs of General Practice,John McPhee,374519749,9780374519742
77,The Control of Nature,John McPhee,374522596,9780374522599
78,Annals of the Former World,John McPhee,374518734,9780374518738
79,Coming Into the Country,John McPhee,374522871,9780374522872
80,La Place de la Concorde Suisse,John McPhee,374519323,9780374519322
81,Giving Good Weight,John McPhee,374516006,9780374516000
83,Rising from the Plains,John McPhee,374520658,9780374520656
85,The Heidi Chronicles,Wendy Wasserstein,822205106,9780822205104
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,679734996,9780679734994
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,1596670231,9781596670235
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,1581807740,9781581807745
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,800793617,9780800793616
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,871202867,9780871202864
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,753454947,9780753454947
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,871209993,9780871209993
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,1852402873,9781852402877
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,761129588,9780761129585
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,972016414,9780972016414
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,1581805632,9781581805635
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,441294677,9780441294671
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,441102670,9780441102679
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,441172695,9780441172696
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,765306476,9780765306470
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,399128980,9780399128981
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,765353709,9780765353702
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,441328008,9780441328000
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,618212906,9780618212903
122,The Power of One (The Power of One  #1),Bryce Courtenay,034541005X,9780345410054
123,The Power of One (The Power of One  #1),Bryce Courtenay,385732546,9780385732543
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,785260056,9780785260059
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,471780936,9780471780939
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,325001537,9780325001531
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,006076287X,9780060762872
133,eBay for Dummies,Marsha Collier,470045299,9780470045299
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,72262788,9780072262780
137,Starting an eBay Business for Dummies,Marsha Collier,764569244,9780764569241
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,471933821,9780471933823
139,ebay Timesaving Techniques for Dummies,Marsha Collier,764559915,9780764559914
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,764584383,9780764584381
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,596523696,9780596523695
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,806523492,9780806523491
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,806525363,9780806525365
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,596527314,9780596527310
151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,143035002,9780143035008
152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,451528611,9780451528612
153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,140449175,9780140449174
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,822001837,9780822001836
155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,1593080271,9781593080273
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,486437965,9780486437965
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,1593081774,9781593081775
159,Dinner with Anna Karenina,Gloria Goldreich,778322270,9780778322276
160,Tolstoy: Anna Karenina,Anthony Thorlby,521313252,9780521313254
162,Untouchable,Mulk Raj Anand/E.M. Forster,140183957,9780140183955
163,The Untouchable,John Banville,679767479,9780679767473
164,The Untouchables,Eliot Ness/Oscar Fraley,1568491980,9781568491981
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,743270797,9780743270793
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,932863051,9780932863058
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,742508803,9780742508804
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,205358624,9780205358625
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,1557344035,9781557344038
180,Wrinkles in Time,George Smoot/Keay Davidson,380720442,9780380720446
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,821925326,9780821925324
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,043927169X,9780439271691
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,606105263,9780606105262
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,751506435,9780751506433
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,006078671X,9780060786717
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,743499344,9780743499347
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,765313405,9780765313409
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,1400032490,9781400032495
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,1400032482,9781400032488
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,1400032466,9781400032464
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,679732527,9780679732525
231,I am Charlotte Simmons,Tom Wolfe,312424442,9780312424442
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,806930772,9780806930770
244,The Puffin Book of Nonsense Verse,Quentin Blake,140366601,9780140366600
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,811201120,9780811201124
247,Quiet Days in Clichy,Henry Miller,080213016X,9780802130167
249,Tropic of Cancer,Henry Miller/Jiří Níl,802131786,9780802131782
250,Tropic of Capricorn,Henry Miller,802151825,9780802151827
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,802151787,9780802151780
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,802151809,9780802151803
253,The Air-Conditioned Nightmare,Henry Miller,811201066,9780811201063
264,The Portrait of a Lady,Henry James/Patricia Crick,141439637,9780141439631
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,1593080964,9781593080969
277,Writing,Marguerite Duras,1571290532,9781571290533
278,The War,Marguerite Duras/Barbara Bray,1565842219,9781565842212
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,394743040,9780394743042
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,1851681825,9781851681822
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,156656249X,9781566562492
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,014019553X,9780140195538
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,394431243,9780394431246
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,806501901,9780806501901
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,067943920X,9780679439202
295,Treasure Island,Robert Louis Stevenson,753453800,9780753453803
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,1402714572,9781402714573
297,Treasure Island,Robert Louis Stevenson,1416500294,9781416500292
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,689854684,9780689854682
299,Treasure Island,Robert Louis Stevenson/Milo Winter,517221144,9780517221143
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,1577658051,9781577658054
313,100 Years of Lynchings,Ralph Ginzburg,933121180,9780933121188
324,Cien años de soledad,Gabriel García Márquez,785950109,9780785950103
330,On Beyond Zebra!,Dr. Seuss,394800842,9780394800844
332,The Wedding Clause,Debbie Raleigh,821778250,9780821778258
333,The Zebra Wall,Kevin Henkes,60733039,9780060733032
337,El perfume: Historia de un asesino,Patrick Süskind,8432216062,9788432216060
348,The Door Into Summer,Robert A. Heinlein,345413997,9780345413994
350,Stranger in a Strange Land,Robert A. Heinlein,441788386,9780441788385
354,To Sail Beyond the Sunset,Robert A. Heinlein,441748600,9780441748600
355,Job: A Comedy of Justice,Robert A. Heinlein,345316509,9780345316509
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,765314932,9780765314932
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,671742515,9780671742515
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,345455290,9780345455291
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,345476514,9780345476517
367,Douglas Adams's Starship Titanic,Terry Jones,345368436,9780345368430
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,1417622857,9781417622856
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,573650969,9780573650963
385,On Bullshit,Harry G. Frankfurt,691122946,9780691122946
386,Another Bullshit Night in Suck City,Nick Flynn,393329402,9780393329407
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,671867423,9780671867423
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,395883970,9780395883976
399,Underworld,Don DeLillo,684848155,9780684848150
400,Libra,Don DeLillo,140156046,9780140156041
403,Americana,Don DeLillo,140119485,9780140119480
404,Running Dog,Don DeLillo,679722947,9780679722946
406,Cosmopolis,Don DeLillo,743244257,9780743244251
407,Great Jones Street,Don DeLillo,140179178,9780140179170
408,The Names,Don DeLillo,679722955,9780679722953
409,Against the Day,Thomas Pynchon,159420120X,9781594201202
410,V.,Thomas Pynchon,60930217,9780060930219
411,The Crying of Lot 49,Thomas Pynchon,60931671,9780060931674
412,Gravity's Rainbow,Thomas Pynchon,140283382,9780140283389
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,312423209,9780312423209
414,Vineland,Thomas Pynchon,141180633,9780141180632
415,Gravity's Rainbow,Thomas Pynchon,143039946,9780143039945
416,Slow Learner: Early Stories,Thomas Pynchon,316724432,9780316724432
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,140189300,9780140189308
420,The Year of Magical Thinking,Joan Didion,140004314X,9781400043149
421,The White Album,Joan Didion,374522219,9780374522216
422,A Book of Common Prayer,Joan Didion,679754865,9780679754862
423,Where I Was From,Joan Didion,679752862,9780679752868
424,Slouching Towards Bethlehem,Joan Didion,374521727,9780374521721
425,Democracy,Joan Didion,679754857,9780679754855
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,307264874,9780307264879
428,Play It As It Lays,Joan Didion/David Thomson,374529949,9780374529949
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,143039830,9780143039839
432,City of Glass (The New York Trilogy  #1),Paul Auster,140097317,9780140097313
434,Ghosts (The New York Trilogy  #2),Paul Auster,014009735X,9780140097351
435,The Locked Room (The New York Trilogy  #3),Paul Auster,940650762,9780940650763
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,963188925,9780963188922
446,The Brooklyn Follies,Paul Auster,312426232,9780312426231
447,Moon Palace,Paul Auster,140115854,9780140115857
453,The Music of Chance,Paul Auster,140154078,9780140154078
454,Travels in the Scriptorium,Paul Auster,805081453,9780805081459
456,Leviathan,Paul Auster,140178139,9780140178135
463,The Red Notebook: True Stories,Paul Auster,811214982,9780811214988
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,2742741461,9782742741465
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,143036556,9780143036555
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,446579785,9780446579780
477,Collapse of Complex Societies,Joseph A. Tainter,052138673X,9780521386739
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,743203046,9780743203043
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,034543871X,9780345438713
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,393318281,9780393318289
493,My Inventions,Nikola Tesla,1599869942,9781599869940
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,806519606,9780806519609
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,822549204,9780822549208
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,932813860,9780932813862
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,373792689,9780373792689
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,974514055,9780974514055
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,764585975,9780764585975
524,Lord of the Flies,William Golding,307281701,9780307281708
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,812969707,9780812969702
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,60255080,9780060255084
537,The Lovely Bones,Alice Sebold,330485385,9780330485388
538,The Lovely Bones,Alice Sebold,159413023X,9781594130236
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,345360354,9780345360359
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,321303474,785342303476
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,321430840,9780321430847
576,1000 Record Covers,Michael Ochs/Patrick Javault/Ulrike Wasel,3822840858,9783822840856
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,743264460,9780743264464
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,743236017,9780743236010
619,Vice (V  #8),Jane Feather,553572490,9780553572490
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,60589469,9780060589462
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,802789471,9780802789471
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L. DiSanto/Thomas J. Steele,688060692,9780688060695
643,Motorcycle Basics Techbook,John Harold Haynes,185960515X,9781859605158
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,1592530877,9781592530878
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,451528808,9780451528803
656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,192833987,9780192833983
658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,486451380,9780486451381
662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,452011876,9780452011878
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,451163087,9780451163080
664,The Fountainhead,Ayn Rand,452286751,9780452286757
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,451163931,9780451163936
667,Anthem,Ayn Rand,452281253,9780452281257
668,We the Living,Ayn Rand/Leonard Peikoff,451187849,9780451187840
669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,451147952,9780451147950
670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,452274044,9780452274044
672,Sailing for Dummies,J.J. Isler/Peter Isler,471791431,9780471791430
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,553803816,9780553803815
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,375755195,9780375755194
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,1592283195,9781592283194
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,975599518,9780975599518
685,The Natural,Bernard Malamud/Kevin Baker,374502005,9780374502003
698,Digging to America,Anne Tyler,307263940,9780307263940
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,312405545,9780312405540
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,019517013X,9780195170139
703,The Plot Against America,Philip Roth,1400079497,9781400079490
707,Naked Pictures of Famous People,Jon   Stewart,688171621,9780688171629
759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,60932686,9780060932688
762,Crónica de una muerte anunciada,Gabriel García Márquez,1400034957,9781400034956
763,Cien años de soledad,Gabriel García Márquez,307350428,9780307350428
764,Del amor y otros demonios,Gabriel García Márquez,307350444,9780307350442
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,140003454X,9781400034543
766,Memoria de mis putas tristes,Gabriel García Márquez,1400095808,9781400095803
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,375708111,9780375708114
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,086171492X,9780861714926
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,184353584X,9781843535843
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,1740594770,9781740594776
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,8408064762,9788408064763
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,1740592050,9781740592055
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,618710531,9780618710539
816,Cryptonomicon,Neal Stephenson,60512806,9780060512804
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,2228894168,9782228894166
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,60733357,9780060733353
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,60593083,9780060593087
824,The Cobweb,Neal Stephenson/J. Frederick George,553383442,9780553383447
826,The Big U,Neal Stephenson,380816032,9780380816033
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,553380966,9780553380965
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,553383434,9780553383430
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,60833181,9780060833183
830,Snow Crash,Neal Stephenson/Guy Abadia,553380958,9780553380958
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,1880685353,9781880685358
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,1880685337,9781880685334
840,The Design of Everyday Things,Donald A. Norman,465067107,9780465067107
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,465051367,9780465051366
842,The Psychology of Everyday Things,Donald A. Norman,465067093,9780465067091
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,898709199,9780898709193
864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,60887966,9780060887964
865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,61122416,9780061122415
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,142150460X,9781421504605
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,1591169259,9781591169253
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,1421504596,9781421504599
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,1591169208,9781591169208
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,1591169291,9781591169291
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,006019250X,9780060192501
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,1591169232,9781591169239
880,Pompeii,Robert   Harris,812974611,9780812974614
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,158715739X,9781587157394
890,Of Mice and Men,John Steinbeck,142000671,9780142000670
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,60554738,9780060554736
902,The Westing Game,Ellen Raskin,014240120X,9780142401200
903,The Egypt Game,Zilpha Keatley Snyder,808553038,9780808553038
929,Memoirs of a Geisha,Arthur Golden,1400096898,9781400096893
930,Memoirs of a Geisha,Arthur Golden,739326228,9780739326220
931,Memoirs of a Geisha,Arthur Golden,99498189,9780099498186
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,1557046832,9781557046833
933,Memoirs of a Geisha,Arthur Golden,99771519,9780099771517
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,074343059X,9780743430593
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,1932664394,9781932664393
944,Jungle Love,Margaret Johnson/Philip Prowse,521750849,9780521750844
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,802415318,9780802415318
960,Angels & Demons (Robert Langdon  #1),Dan Brown,1416524797,9781416524793
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,849561877X,9788495618771
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,972859896,9780972859899
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,307277674,9780307277671
969,The Da Vinci Code,Dan Brown,076792603X,9780767926034
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,2266144340,9782266144346
975,Deception Point,Dan Brown,1416524800,9781416524809
977,Deception Point,Dan Brown,552151769,9780552151764
980,Deception Point,Dan Brown,593055071,9780593055076
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,078601606X,9780786016068
